user_id,age,height_cm,education,income,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,gender_Female,gender_Male,religion_Christian,religion_Hindu,religion_Jain,religion_Muslim,religion_Sikh,caste_General,caste_Obc,caste_Sc,caste_St,marital_status_Divorced,marital_status_Single,marital_status_Widowed,diet_Eggetarian,diet_Non-Veg,diet_Veg,city_Ahmedabad,city_Bengaluru,city_Chennai,city_Coimbatore,city_Delhi,city_Hyderabad,city_Kannur,city_Kochi,city_Kolkata,city_Kottayam,city_Kozhikode,city_Mangalore,city_Mumbai,city_Mysuru,city_Panaji,city_Pune,city_Visakhapatnam,state_Andhra Pradesh,state_Delhi,state_Goa,state_Gujarat,state_Karnataka,state_Kerala,state_Maharashtra,state_Tamil Nadu,state_Telangana,state_West Bengal,occupation_Accountant,occupation_Bank Employee,occupation_Business,occupation_Civil Engineer,occupation_Data Analyst,occupation_Data Scientist,occupation_Doctor,occupation_Government Employee,occupation_Lawyer,occupation_Mechanical Engineer,occupation_Professor,occupation_Software Engineer,occupation_Teacher,preferred_gender_Female,preferred_gender_Male,preferred_religion_Christian,preferred_religion_Hindu,preferred_religion_Jain,preferred_religion_Muslim,preferred_religion_Sikh,preferred_caste_General,preferred_caste_Obc,preferred_caste_Sc,preferred_caste_St,preferred_city_Ahmedabad,preferred_city_Bengaluru,preferred_city_Chennai,preferred_city_Coimbatore,preferred_city_Delhi,preferred_city_Hyderabad,preferred_city_Kannur,preferred_city_Kochi,preferred_city_Kolkata,preferred_city_Kottayam,preferred_city_Kozhikode,preferred_city_Mangalore,preferred_city_Mumbai,preferred_city_Mysuru,preferred_city_Panaji,preferred_city_Pune,preferred_city_Visakhapatnam,preferred_state_Andhra Pradesh,preferred_state_Delhi,preferred_state_Goa,preferred_state_Gujarat,preferred_state_Karnataka,preferred_state_Kerala,preferred_state_Maharashtra,preferred_state_Tamil Nadu,preferred_state_Telangana,preferred_state_West Bengal,preferred_education_Bachelor,preferred_education_Diploma,preferred_education_Higher Secondary,preferred_education_Master,preferred_education_Phd,preferred_income_10-15 Lpa,preferred_income_15-25 Lpa,preferred_income_25-40 Lpa,preferred_income_3-5 Lpa,preferred_income_40+ Lpa,preferred_income_5-10 Lpa
11,0.0,0.6000000000000005,1.0,1.0,0.0,0.0,0.375,0.7111111111111112,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
12,0.20833333333333326,0.10000000000000009,0.75,0.0,0.13636363636363624,0.2962962962962963,0.0,0.28888888888888875,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
13,0.8333333333333333,0.47500000000000053,0.75,0.8,0.7272727272727273,0.7777777777777777,0.3500000000000001,0.4444444444444442,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
14,0.875,0.875,0.0,0.0,0.8181818181818181,0.8518518518518519,0.7999999999999998,1.0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
15,1.0,0.20000000000000018,1.0,1.0,0.9545454545454546,0.9999999999999998,0.20000000000000018,0.28888888888888875,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
16,0.875,0.375,1.0,1.0,0.8181818181818181,0.8888888888888888,0.375,0.37777777777777777,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
17,0.25,0.7250000000000005,0.0,1.0,0.09090909090909083,0.2962962962962963,0.47500000000000053,0.822222222222222,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
18,0.7916666666666665,0.6749999999999998,1.0,0.0,0.7727272727272727,0.8148148148148147,0.6749999999999998,0.7777777777777777,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
19,0.6666666666666665,0.47500000000000053,0.5,0.8,0.5909090909090908,0.7407407407407407,0.25,0.5111111111111111,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
20,0.5833333333333333,0.3250000000000002,0.0,0.4,0.5454545454545454,0.5555555555555556,0.07500000000000018,0.37777777777777777,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
21,0.8333333333333333,0.9000000000000004,0.25,0.2,0.6818181818181819,0.7777777777777777,0.8500000000000005,0.9777777777777779,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
22,1.0,0.7000000000000002,0.25,1.0,0.9090909090909092,0.9999999999999998,0.5250000000000004,0.8444444444444441,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23,0.16666666666666652,0.2250000000000001,0.25,0.0,0.0,0.14814814814814814,0.15000000000000036,0.3333333333333335,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
24,0.7083333333333333,0.8500000000000005,0.5,0.6000000000000001,0.6363636363636365,0.7407407407407407,0.7999999999999998,0.9555555555555557,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
25,0.33333333333333326,0.6000000000000005,0.5,0.6000000000000001,0.2727272727272727,0.4074074074074072,0.6000000000000005,0.7111111111111112,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
26,0.2916666666666665,0.20000000000000018,0.75,1.0,0.2272727272727273,0.2962962962962963,0.10000000000000009,0.19999999999999973,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
27,0.875,0.9500000000000002,0.75,1.0,0.8636363636363638,0.8888888888888888,0.7750000000000004,0.8666666666666663,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
28,0.5833333333333333,0.6749999999999998,0.0,0.4,0.40909090909090917,0.5925925925925926,0.6749999999999998,0.7555555555555555,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
29,0.7083333333333333,0.0,0.75,0.6000000000000001,0.5454545454545454,0.7407407407407407,0.0,0.022222222222222143,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
30,0.5416666666666665,0.875,0.5,0.4,0.40909090909090917,0.4814814814814814,0.6749999999999998,0.822222222222222,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
31,0.375,0.35000000000000053,1.0,0.2,0.2727272727272727,0.4444444444444444,0.3250000000000002,0.3111111111111109,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32,0.125,0.10000000000000009,0.0,0.2,0.0,0.11111111111111105,0.0,0.22222222222222232,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
33,0.7916666666666665,0.15000000000000036,0.0,0.2,0.7727272727272727,0.8148148148148147,0.0,0.3333333333333335,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
34,0.33333333333333326,1.0,1.0,0.2,0.2727272727272727,0.2962962962962963,0.9500000000000002,0.9777777777777779,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
35,0.5833333333333333,0.125,0.5,0.8,0.5454545454545454,0.5925925925925926,0.0,0.11111111111111116,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
36,0.625,0.5499999999999998,0.0,0.2,0.4545454545454546,0.7037037037037035,0.5499999999999998,0.6444444444444448,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
37,0.5416666666666665,0.07500000000000018,0.75,0.0,0.36363636363636354,0.5925925925925926,0.050000000000000266,0.06666666666666643,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
38,0.125,0.7250000000000005,0.5,0.8,0.0,0.14814814814814814,0.5499999999999998,0.822222222222222,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
39,0.0,0.4500000000000002,1.0,0.6000000000000001,0.0,0.11111111111111105,0.3250000000000002,0.4666666666666668,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
40,0.875,0.2250000000000001,1.0,0.4,0.7272727272727273,0.7777777777777777,0.17500000000000027,0.3333333333333335,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
41,0.875,0.8500000000000005,0.75,0.8,0.8181818181818181,0.7777777777777777,0.7000000000000002,0.7777777777777777,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
42,0.45833333333333326,0.5750000000000002,0.75,0.8,0.40909090909090917,0.5555555555555556,0.4249999999999998,0.7111111111111112,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
43,0.875,0.0,0.25,0.0,0.7727272727272727,0.8888888888888888,0.0,0.06666666666666643,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
